code,title,description,parent_code,attributes_json
MA-5.5,Non-system Maintenance,"Ensure that non-escorted personnel performing maintenance activities not directly associated with the system but in the physical proximity of the system, have required access authorizations.",MA-5,"{""baselines"": [], ""is_requirement"": true}"
MA-6,Timely Maintenance,Obtain maintenance support and/or spare parts for system components within time period of failure.,MA,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
MA-6.1,Preventive Maintenance,Perform preventive maintenance on system components at time intervals.,MA-6,"{""baselines"": [], ""is_requirement"": true}"
MA-6.2,Predictive Maintenance,Perform predictive maintenance on system components at time intervals.,MA-6,"{""baselines"": [], ""is_requirement"": true}"
MA-6.3,Automated Support for Predictive Maintenance,Transfer predictive maintenance data to a maintenance management system using automated mechanisms.,MA-6,"{""baselines"": [], ""is_requirement"": true}"
MA-7,Field Maintenance,Restrict or prohibit field maintenance on systems or system components to trusted maintenance facilities.,MA,"{""baselines"": [], ""is_requirement"": true}"
MP-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level media protection policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the media protection policy and the associated media protection controls; Designate an official to manage the development, documentation, and dissemination of the media protection policy and procedures; and Review and update the current media protection: Policy frequency and following events ; and Procedures frequency and following events.",MP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
MP-2,Media Access,Restrict access to organization-defined types of digital and/or non-digital media to organization-defined personnel or roles.,MP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
MP-3,Media Marking,"Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; and Exempt types of media exempted from marking from marking if the media remain within controlled areas.",MP,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
MP-4,Media Storage,"Physically control and securely store organization-defined types of digital and/or non-digital media within organization-defined controlled areas ; and Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment, techniques, and procedures.",MP,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
MP-4.2,Automated Restricted Access,Restrict access to media storage areas and log access attempts and access granted using organization-defined automated mechanisms.,MP-4,"{""baselines"": [], ""is_requirement"": true}"
MP-5,Media Transport,Protect and control types of system media during transport outside of controlled areas using organization-defined controls; Maintain accountability for system media during transport outside of controlled areas; Document activities associated with the transport of system media; and Restrict the activities associated with the transport of system media to authorized personnel.,MP,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
MP-5.3,Custodians,Employ an identified custodian during transport of system media outside of controlled areas.,MP-5,"{""baselines"": [], ""is_requirement"": true}"
MP-6,Media Sanitization,"Sanitize organization-defined system media prior to disposal, release out of organizational control, or release for reuse using organization-defined sanitization techniques and procedures ; and Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.",MP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
MP-6.1,"Review, Approve, Track, Document, and Verify","Review, approve, track, document, and verify media sanitization and disposal actions.",MP-6,"{""baselines"": [""high""], ""is_requirement"": true}"
MP-6.2,Equipment Testing,Test sanitization equipment and procedures organization-defined frequency to ensure that the intended sanitization is being achieved.,MP-6,"{""baselines"": [""high""], ""is_requirement"": true}"
MP-6.3,Nondestructive Techniques,Apply nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the system under the following circumstances: circumstances.,MP-6,"{""baselines"": [""high""], ""is_requirement"": true}"
MP-6.7,Dual Authorization,Enforce dual authorization for the sanitization of system media.,MP-6,"{""baselines"": [], ""is_requirement"": true}"
MP-6.8,Remote Purging or Wiping of Information,"Provide the capability to purge or wipe information from systems or system components one or more of remotely, under conditions.",MP-6,"{""baselines"": [], ""is_requirement"": true}"
MP-7,Media Use,"one or more of restrict, prohibit the use of types of system media on systems or system components using controls ; and Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.",MP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
MP-7.2,Prohibit Use of Sanitization-resistant Media,Prohibit the use of sanitization-resistant media in organizational systems.,MP-7,"{""baselines"": [], ""is_requirement"": true}"
MP-8,Media Downgrading,Establish system media downgrading process that includes employing downgrading mechanisms with strength and integrity commensurate with the security category or classification of the information; Verify that the system media downgrading process is commensurate with the security category and/or classification level of the information to be removed and the access authorizations of the potential recipients of the downgraded information; Identify system media requiring downgrading ; and Downgrade the identified system media using the established process.,MP,"{""baselines"": [], ""is_requirement"": true}"
MP-8.1,Documentation of Process,Document system media downgrading actions.,MP-8,"{""baselines"": [], ""is_requirement"": true}"
MP-8.2,Equipment Testing,Test downgrading equipment and procedures organization-defined frequency to ensure that downgrading actions are being achieved.,MP-8,"{""baselines"": [], ""is_requirement"": true}"
MP-8.3,Controlled Unclassified Information,Downgrade system media containing controlled unclassified information prior to public release.,MP-8,"{""baselines"": [], ""is_requirement"": true}"
MP-8.4,Classified Information,Downgrade system media containing classified information prior to release to individuals without required access authorizations.,MP-8,"{""baselines"": [], ""is_requirement"": true}"
PE-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level physical and environmental protection policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls; Designate an official to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and Review and update the current physical and environmental protection: Policy frequency and following events ; and Procedures frequency and following events.",PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-2,Physical Access Authorizations,"Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides; Issue authorization credentials for facility access; Review the access list detailing authorized facility access by individuals frequency ; and Remove individuals from the facility access list when access is no longer required.",PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-2.1,Access by Position or Role,Authorize physical access to the facility where the system resides based on position or role.,PE-2,"{""baselines"": [], ""is_requirement"": true}"
PE-2.2,Two Forms of Identification,Require two forms of identification from the following forms of identification for visitor access to the facility where the system resides: list of acceptable forms of identification.,PE-2,"{""baselines"": [], ""is_requirement"": true}"
PE-2.3,Restrict Unescorted Access,"Restrict unescorted access to the facility where the system resides to personnel with one or more of security clearances for all information contained within the system, formal access authorizations for all information contained within the system, need for access to all information contained within the system, physical access authorizations.",PE-2,"{""baselines"": [], ""is_requirement"": true}"
PE-3,Physical Access Control,"Enforce physical access authorizations at entry and exit points by: Verifying individual access authorizations before granting access to the facility; and Controlling ingress and egress to the facility using one or more of systems or devices, guards; Maintain physical access audit logs for entry or exit points; Control access to areas within the facility designated as publicly accessible by implementing the following controls: physical access controls; Escort visitors and control visitor activity circumstances; Secure keys, combinations, and other physical access devices; Inventory physical access devices every frequency ; and Change combinations and keys organization-defined frequency and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated.",PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-3.1,System Access,Enforce physical access authorizations to the system in addition to the physical access controls for the facility at physical spaces.,PE-3,"{""baselines"": [""high""], ""is_requirement"": true}"
PE-3.2,Facility and Systems,Perform security checks frequency at the physical perimeter of the facility or system for exfiltration of information or removal of system components.,PE-3,"{""baselines"": [], ""is_requirement"": true}"
PE-3.3,Continuous Guards,"Employ guards to control physical access points to the facility where the system resides 24 hours per day, 7 days per week.",PE-3,"{""baselines"": [], ""is_requirement"": true}"
PE-3.4,Lockable Casings,Use lockable physical casings to protect system components from unauthorized physical access.,PE-3,"{""baselines"": [], ""is_requirement"": true}"
PE-3.5,Tamper Protection,"Employ anti-tamper technologies to one or more of detect, prevent physical tampering or alteration of hardware components within the system.",PE-3,"{""baselines"": [], ""is_requirement"": true}"
PE-3.7,Physical Barriers,Limit access using physical barriers.,PE-3,"{""baselines"": [], ""is_requirement"": true}"
PE-3.8,Access Control Vestibules,Employ access control vestibules at locations.,PE-3,"{""baselines"": [], ""is_requirement"": true}"
PE-4,Access Control for Transmission,Control physical access to system distribution and transmission lines within organizational facilities using security controls.,PE,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-5,Access Control for Output Devices,Control physical access to output from output devices to prevent unauthorized individuals from obtaining the output.,PE,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-5.2,Link to Individual Identity,Link individual identity to receipt of output from output devices.,PE-5,"{""baselines"": [], ""is_requirement"": true}"
PE-6,Monitoring Physical Access,Monitor physical access to the facility where the system resides to detect and respond to physical security incidents; Review physical access logs frequency and upon occurrence of events ; and Coordinate results of reviews and investigations with the organizational incident response capability.,PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-6.1,Intrusion Alarms and Surveillance Equipment,Monitor physical access to the facility where the system resides using physical intrusion alarms and surveillance equipment.,PE-6,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-6.2,Automated Intrusion Recognition and Responses,Recognize classes or types of intrusions and initiate response actions using automated mechanisms.,PE-6,"{""baselines"": [], ""is_requirement"": true}"
PE-6.3,Video Surveillance,Employ video surveillance of operational areas; Review video recordings frequency ; and Retain video recordings for time period.,PE-6,"{""baselines"": [], ""is_requirement"": true}"
PE-6.4,Monitoring Physical Access to Systems,Monitor physical access to the system in addition to the physical access monitoring of the facility at physical spaces.,PE-6,"{""baselines"": [""high""], ""is_requirement"": true}"
PE-8,Visitor Access Records,Maintain visitor access records to the facility where the system resides for time period; Review visitor access records frequency ; and Report anomalies in visitor access records to personnel.,PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-8.1,Automated Records Maintenance and Review,Maintain and review visitor access records using organization-defined automated mechanisms.,PE-8,"{""baselines"": [""high""], ""is_requirement"": true}"
PE-8.3,Limit Personally Identifiable Information Elements,Limit personally identifiable information contained in visitor access records to the following elements identified in the privacy risk assessment: elements.,PE-8,"{""baselines"": [], ""is_requirement"": true}"
PE-9,Power Equipment and Cabling,Protect power equipment and power cabling for the system from damage and destruction.,PE,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-9.1,Redundant Cabling,Employ redundant power cabling paths that are physically separated by distance.,PE-9,"{""baselines"": [], ""is_requirement"": true}"
PE-9.2,Automatic Voltage Controls,Employ automatic voltage controls for critical system components.,PE-9,"{""baselines"": [], ""is_requirement"": true}"
PE-10,Emergency Shutoff,Provide the capability of shutting off power to system or individual system components in emergency situations; Place emergency shutoff switches or devices in location to facilitate access for authorized personnel; and Protect emergency power shutoff capability from unauthorized activation.,PE,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-11,Emergency Power,"Provide an uninterruptible power supply to facilitate one or more of an orderly shutdown of the system, transition of the system to long-term alternate power in the event of a primary power source loss.",PE,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-11.1,Alternate Power Supply — Minimal Operational Capability,"Provide an alternate power supply for the system that is activated one or more of manually, automatically and that can maintain minimally required operational capability in the event of an extended loss of the primary power source.",PE-11,"{""baselines"": [""high""], ""is_requirement"": true}"
PE-11.2,Alternate Power Supply — Self-contained,"Provide an alternate power supply for the system that is activated one or more of manually, automatically and that is: Self-contained; Not reliant on external power generation; and Capable of maintaining one or more of minimally required operational capability, full operational capability in the event of an extended loss of the primary power source.",PE-11,"{""baselines"": [], ""is_requirement"": true}"
PE-12,Emergency Lighting,Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-12.1,Essential Mission and Business Functions,Provide emergency lighting for all areas within the facility supporting essential mission and business functions.,PE-12,"{""baselines"": [], ""is_requirement"": true}"
PE-13,Fire Protection,Employ and maintain fire detection and suppression systems that are supported by an independent energy source.,PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-13.1,Detection Systems — Automatic Activation and Notification,Employ fire detection systems that activate automatically and notify personnel or roles and emergency responders in the event of a fire.,PE-13,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-13.2,Suppression Systems — Automatic Activation and Notification,Employ fire suppression systems that activate automatically and notify personnel or roles and emergency responders ; and Employ an automatic fire suppression capability when the facility is not staffed on a continuous basis.,PE-13,"{""baselines"": [""high""], ""is_requirement"": true}"
PE-13.4,Inspections,Ensure that the facility undergoes frequency fire protection inspections by authorized and qualified inspectors and identified deficiencies are resolved within time period.,PE-13,"{""baselines"": [], ""is_requirement"": true}"
PE-14,Environmental Controls,"Maintain one or more of temperature, humidity, pressure, radiation, environmental control levels within the facility where the system resides at acceptable levels ; and Monitor environmental control levels frequency.",PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-14.1,Automatic Controls,Employ the following automatic environmental controls in the facility to prevent fluctuations potentially harmful to the system: automatic environmental controls.,PE-14,"{""baselines"": [], ""is_requirement"": true}"
PE-14.2,Monitoring with Alarms and Notifications,Employ environmental control monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment to personnel or roles.,PE-14,"{""baselines"": [], ""is_requirement"": true}"
PE-15,Water Damage Protection,"Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.",PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-15.1,Automation Support,Detect the presence of water near the system and alert personnel or roles using automated mechanisms.,PE-15,"{""baselines"": [""high""], ""is_requirement"": true}"
PE-16,Delivery and Removal,Authorize and control organization-defined types of system components entering and exiting the facility; and Maintain records of the system components.,PE,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PE-17,Alternate Work Site,Determine and document the alternate work sites allowed for use by employees; Employ the following controls at alternate work sites: controls; Assess the effectiveness of controls at alternate work sites; and Provide a means for employees to communicate with information security and privacy personnel in case of incidents.,PE,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PE-18,Location of System Components,Position system components within the facility to minimize potential damage from physical and environmental hazards and to minimize the opportunity for unauthorized access.,PE,"{""baselines"": [""high""], ""is_requirement"": true}"
PE-19,Information Leakage,Protect the system from information leakage due to electromagnetic signals emanations.,PE,"{""baselines"": [], ""is_requirement"": true}"
PE-19.1,National Emissions Policies and Procedures,"Protect system components, associated data communications, and networks in accordance with national Emissions Security policies and procedures based on the security category or classification of the information.",PE-19,"{""baselines"": [], ""is_requirement"": true}"
PE-20,Asset Monitoring and Tracking,Employ asset location technologies to track and monitor the location and movement of assets within controlled areas.,PE,"{""baselines"": [], ""is_requirement"": true}"
PE-21,Electromagnetic Pulse Protection,Employ protective measures against electromagnetic pulse damage for system and system components.,PE,"{""baselines"": [], ""is_requirement"": true}"
PE-22,Component Marking,"Mark system hardware components indicating the impact level or classification level of the information permitted to be processed, stored, or transmitted by the hardware component.",PE,"{""baselines"": [], ""is_requirement"": true}"
PE-23,Facility Location,"Plan the location or site of the facility where the system resides considering physical and environmental hazards; and For existing facilities, consider the physical and environmental hazards in the organizational risk management strategy.",PE,"{""baselines"": [], ""is_requirement"": true}"
PL-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level planning policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the planning policy and the associated planning controls; Designate an official to manage the development, documentation, and dissemination of the planning policy and procedures; and Review and update the current planning: Policy frequency and following events ; and Procedures frequency and following events.",PL,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PL-2,System Security and Privacy Plans,"Develop security and privacy plans for the system that: Are consistent with the organization’s enterprise architecture; Explicitly define the constituent system components; Describe the operational context of the system in terms of mission and business processes; Identify the individuals that fulfill system roles and responsibilities; Identify the information types processed, stored, and transmitted by the system; Provide the security categorization of the system, including supporting rationale; Describe any specific threats to the system that are of concern to the organization; Provide the results of a privacy risk assessment for systems processing personally identifiable information; Describe the operational environment for the system and any dependencies on or connections to other systems or system components; Provide an overview of the security and privacy requirements for the system; Identify any relevant control baselines or overlays, if applicable; Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions; Include risk determinations for security and privacy architecture and design decisions; Include security- and privacy-related activities affecting the system that require planning and coordination with individuals or groups ; and Are reviewed and approved by the authorizing official or designated representative prior to plan implementation. Distribute copies of the plans and communicate subsequent changes to the plans to personnel or roles; Review the plans frequency; Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and Protect the plans from unauthorized disclosure and modification.",PL,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PL-4,Rules of Behavior,"Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy; Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system; Review and update the rules of behavior frequency ; and Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge one or more of frequency, when the rules are revised or updated.",PL,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PL-4.1,Social Media and External Site/Application Usage Restrictions,"Include in the rules of behavior, restrictions on: Use of social media, social networking sites, and external sites/applications; Posting organizational information on public websites; and Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications.",PL-4,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PL-7,Concept of Operations,Develop a Concept of Operations (CONOPS) for the system describing how the organization intends to operate the system from the perspective of information security and privacy; and Review and update the CONOPS frequency.,PL,"{""baselines"": [], ""is_requirement"": true}"
PL-8,Security and Privacy Architectures,"Develop security and privacy architectures for the system that: Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information; Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals; Describe how the architectures are integrated into and support the enterprise architecture; and Describe any assumptions about, and dependencies on, external systems and services; Review and update the architectures frequency to reflect changes in the enterprise architecture; and Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.",PL,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
PL-8.1,Defense in Depth,Design the security and privacy architectures for the system using a defense-in-depth approach that: Allocates controls to locations and architectural layers ; and Ensures that the allocated controls operate in a coordinated and mutually reinforcing manner.,PL-8,"{""baselines"": [], ""is_requirement"": true}"
PL-8.2,Supplier Diversity,Require that controls allocated to locations and architectural layers are obtained from different suppliers.,PL-8,"{""baselines"": [], ""is_requirement"": true}"
PL-9,Central Management,Centrally manage controls and related processes.,PL,"{""baselines"": [], ""is_requirement"": true}"
PL-10,Baseline Selection,Select a control baseline for the system.,PL,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PL-11,Baseline Tailoring,Tailor the selected control baseline by applying specified tailoring actions.,PL,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
PM-1,Information Security Program Plan,"Develop and disseminate an organization-wide information security program plan that: Provides an overview of the requirements for the security program and a description of the security program management controls and common controls in place or planned for meeting those requirements; Includes the identification and assignment of roles, responsibilities, management commitment, coordination among organizational entities, and compliance; Reflects the coordination among organizational entities responsible for information security; and Is approved by a senior official with responsibility and accountability for the risk being incurred to organizational operations (including mission, functions, image, and reputation), organizational assets, individuals, other organizations, and the Nation; Review and update the organization-wide information security program plan frequency and following events ; and Protect the information security program plan from unauthorized disclosure and modification.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-2,Information Security Program Leadership Role,"Appoint a senior agency information security officer with the mission and resources to coordinate, develop, implement, and maintain an organization-wide information security program.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-3,Information Security and Privacy Resources,"Include the resources needed to implement the information security and privacy programs in capital planning and investment requests and document all exceptions to this requirement; Prepare documentation required for addressing information security and privacy programs in capital planning and investment requests in accordance with applicable laws, executive orders, directives, policies, regulations, standards; and Make available for expenditure, the planned information security and privacy resources.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-4,Plan of Action and Milestones Process,"Implement a process to ensure that plans of action and milestones for the information security, privacy, and supply chain risk management programs and associated organizational systems: Are developed and maintained; Document the remedial information security, privacy, and supply chain risk management actions to adequately respond to risk to organizational operations and assets, individuals, other organizations, and the Nation; and Are reported in accordance with established reporting requirements. Review plans of action and milestones for consistency with the organizational risk management strategy and organization-wide priorities for risk response actions.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-5,System Inventory,Develop and update frequency an inventory of organizational systems.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-5.1,Inventory of Personally Identifiable Information,"Establish, maintain, and update frequency an inventory of all systems, applications, and projects that process personally identifiable information.",PM-5,"{""baselines"": [], ""is_requirement"": true}"
PM-6,Measures of Performance,"Develop, monitor, and report on the results of information security and privacy measures of performance.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-7,Enterprise Architecture,"Develop and maintain an enterprise architecture with consideration for information security, privacy, and the resulting risk to organizational operations and assets, individuals, other organizations, and the Nation.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-7.1,Offloading,"Offload non-essential functions or services to other systems, system components, or an external provider.",PM-7,"{""baselines"": [], ""is_requirement"": true}"
PM-8,Critical Infrastructure Plan,"Address information security and privacy issues in the development, documentation, and updating of a critical infrastructure and key resources protection plan.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-9,Risk Management Strategy,"Develops a comprehensive strategy to manage: Security risk to organizational operations and assets, individuals, other organizations, and the Nation associated with the operation and use of organizational systems; and Privacy risk to individuals resulting from the authorized processing of personally identifiable information; Implement the risk management strategy consistently across the organization; and Review and update the risk management strategy frequency or as required, to address organizational changes.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-10,Authorization Process,Manage the security and privacy state of organizational systems and the environments in which those systems operate through authorization processes; Designate individuals to fulfill specific roles and responsibilities within the organizational risk management process; and Integrate the authorization processes into an organization-wide risk management program.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-11,Mission and Business Process Definition,"Define organizational mission and business processes with consideration for information security and privacy and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nation; and Determine information protection and personally identifiable information processing needs arising from the defined mission and business processes; and Review and revise the mission and business processes frequency.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-12,Insider Threat Program,Implement an insider threat program that includes a cross-discipline insider threat incident handling team.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-13,Security and Privacy Workforce,Establish a security and privacy workforce development and improvement program.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-14,"Testing, Training, and Monitoring","Implement a process for ensuring that organizational plans for conducting security and privacy testing, training, and monitoring activities associated with organizational systems: Are developed and maintained; and Continue to be executed; and Review testing, training, and monitoring plans for consistency with the organizational risk management strategy and organization-wide priorities for risk response actions.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-15,Security and Privacy Groups and Associations,"Establish and institutionalize contact with selected groups and associations within the security and privacy communities: To facilitate ongoing security and privacy education and training for organizational personnel; To maintain currency with recommended security and privacy practices, techniques, and technologies; and To share current security and privacy information, including threats, vulnerabilities, and incidents.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-16,Threat Awareness Program,Implement a threat awareness program that includes a cross-organization information-sharing capability for threat intelligence.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-16.1,Automated Means for Sharing Threat Intelligence,Employ automated mechanisms to maximize the effectiveness of sharing threat intelligence information.,PM-16,"{""baselines"": [], ""is_requirement"": true}"
PM-17,Protecting Controlled Unclassified Information on External Systems,"Establish policy and procedures to ensure that requirements for the protection of controlled unclassified information that is processed, stored or transmitted on external systems, are implemented in accordance with applicable laws, executive orders, directives, policies, regulations, and standards; and Review and update the policy and procedures organization-defined frequency.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-18,Privacy Program Plan,"Develop and disseminate an organization-wide privacy program plan that provides an overview of the agency’s privacy program, and: Includes a description of the structure of the privacy program and the resources dedicated to the privacy program; Provides an overview of the requirements for the privacy program and a description of the privacy program management controls and common controls in place or planned for meeting those requirements; Includes the role of the senior agency official for privacy and the identification and assignment of roles of other privacy officials and staff and their responsibilities; Describes management commitment, compliance, and the strategic goals and objectives of the privacy program; Reflects coordination among organizational entities responsible for the different aspects of privacy; and Is approved by a senior official with responsibility and accountability for the privacy risk being incurred to organizational operations (including mission, functions, image, and reputation), organizational assets, individuals, other organizations, and the Nation; and Update the plan frequency and to address changes in federal privacy laws and policy and organizational changes and problems identified during plan implementation or privacy control assessments.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-19,Privacy Program Leadership Role,"Appoint a senior agency official for privacy with the authority, mission, accountability, and resources to coordinate, develop, and implement, applicable privacy requirements and manage privacy risks through the organization-wide privacy program.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-20,Dissemination of Privacy Program Information,Maintain a central resource webpage on the organization’s principal public website that serves as a central source of information about the organization’s privacy program and that: Ensures that the public has access to information about organizational privacy activities and can communicate with its senior agency official for privacy; Ensures that organizational privacy practices and reports are publicly available; and Employs publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to privacy offices regarding privacy practices.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-20.1,"Privacy Policies on Websites, Applications, and Digital Services","Develop and post privacy policies on all external-facing websites, mobile applications, and other digital services, that: Are written in plain language and organized in a way that is easy to understand and navigate; Provide information needed by the public to make an informed decision about whether and how to interact with the organization; and Are updated whenever the organization makes a substantive change to the practices it describes and includes a time/date stamp to inform the public of the date of the most recent changes.",PM-20,"{""baselines"": [], ""is_requirement"": true}"
PM-21,Accounting of Disclosures,"Develop and maintain an accurate accounting of disclosures of personally identifiable information, including: Date, nature, and purpose of each disclosure; and Name and address, or other contact information of the individual or organization to which the disclosure was made; Retain the accounting of disclosures for the length of the time the personally identifiable information is maintained or five years after the disclosure is made, whichever is longer; and Make the accounting of disclosures available to the individual to whom the personally identifiable information relates upon request.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-22,Personally Identifiable Information Quality Management,"Develop and document organization-wide policies and procedures for: Reviewing for the accuracy, relevance, timeliness, and completeness of personally identifiable information across the information life cycle; Correcting or deleting inaccurate or outdated personally identifiable information; Disseminating notice of corrected or deleted personally identifiable information to individuals or other appropriate entities; and Appeals of adverse decisions on correction or deletion requests.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-23,Data Governance Body,Establish a Data Governance Body consisting of roles with responsibilities.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-24,Data Integrity Board,Establish a Data Integrity Board to: Review proposals to conduct or participate in a matching program; and Conduct an annual review of all matching programs in which the agency has participated.,PM,"{""baselines"": [], ""is_requirement"": true}"
PM-25,"Minimization of Personally Identifiable Information Used in Testing, Training, and Research","Develop, document, and implement policies and procedures that address the use of personally identifiable information for internal testing, training, and research; Limit or minimize the amount of personally identifiable information used for internal testing, training, and research purposes; Authorize the use of personally identifiable information when such information is required for internal testing, training, and research; and Review and update policies and procedures organization-defined frequency.",PM,"{""baselines"": [], ""is_requirement"": true}"
PM-26,Complaint Management,"Implement a process for receiving and responding to complaints, concerns, or questions from individuals about the organizational security and privacy practices that includes: Mechanisms that are easy to use and readily accessible by the public; All information necessary for successfully filing complaints; Tracking mechanisms to ensure all complaints received are reviewed and addressed within organization-defined time period; Acknowledgement of receipt of complaints, concerns, or questions from individuals within time period ; and Response to complaints, concerns, or questions from individuals within time period.",PM,"{""baselines"": [], ""is_requirement"": true}"
